Entity,Code,Year,Solar Generation - TWh,Wind Generation - TWh,Hydro Generation - TWh,Geo Biomass Other - TWh
Ecuador,ECU,1973,0,0,0.435,0
Ecuador,ECU,1974,0,0,0.5,0
Ecuador,ECU,1975,0,0,0.628,0
Ecuador,ECU,1976,0,0,0.605,0
Ecuador,ECU,1977,0,0,0.558,0
Ecuador,ECU,1978,0,0,0.791,0
Ecuador,ECU,1979,0,0,0.709,0
Ecuador,ECU,1980,0,0,0.872,0
Ecuador,ECU,1981,0,0,0.779,0
Ecuador,ECU,1982,0,0,0.895,0
Ecuador,ECU,1983,0,0,1.721,0
Ecuador,ECU,1984,0,0,3.233,0
Ecuador,ECU,1985,0,0,3.279,0
Ecuador,ECU,1986,0,0,4.012,0
Ecuador,ECU,1987,0,0,4.57,0
Ecuador,ECU,1988,0,0,4.826,0
Ecuador,ECU,1989,0,0,4.954,0
Ecuador,ECU,1990,0,0,4.9866877,0
Ecuador,ECU,1991,0,0,5.075921,0
Ecuador,ECU,1992,0,0,4.9735809,0
Ecuador,ECU,1993,0,0,5.8101371,0
Ecuador,ECU,1994,0,0,6.5652775,0
Ecuador,ECU,1995,0,0,5.1605513,0
Ecuador,ECU,1996,0,0,6.3434151,0
Ecuador,ECU,1997,0,0,6.5341771,0
Ecuador,ECU,1998,0,0,6.5060954,0
Ecuador,ECU,1999,0,0,7.176725937,0
Ecuador,ECU,2000,0,0,7.611231426,0
Ecuador,ECU,2001,0,0,7.070652629,0
Ecuador,ECU,2002,0,0,7.52425603,0
Ecuador,ECU,2003,0,0,7.18041691,0
Ecuador,ECU,2004,0,0,7.411699139,0.00324057
Ecuador,ECU,2005,0.0000124,0,6.882639373,0.102856283
Ecuador,ECU,2006,0.000014875,0,7.129493192,0.145555729
Ecuador,ECU,2007,0.000018162,0.000962135,9.03765528,0.218752751
Ecuador,ECU,2008,0.000026687,0.002682461,11.29333301,0.208324462
Ecuador,ECU,2009,0.00000788,0.003204417,9.225407229,0.216519797
Ecuador,ECU,2010,0,0.00343485,8.636400921,0.235561875
Ecuador,ECU,2011,0.00005812,0.00334467,11.13308825,0.27820037
Ecuador,ECU,2012,0.00032566,0.002398368,12.23772341,0.296353242
Ecuador,ECU,2013,0.003663607,0.056702975,11.03882457,0.29578793
Ecuador,ECU,2014,0.016482696,0.079742467,11.45789563,0.399471183
Ecuador,ECU,2015,0.036057927,0.098806317,13.09627001,0.407751048
Ecuador,ECU,2016,0.038754818,0.08395875,15.83384201,0.489796491
Ecuador,ECU,2017,0.03748,0.0734,20.08861,0.43085
Ecuador,ECU,2018,0.038079324,0.080257771,20.67800187,0.427967651
Ecuador,ECU,2019,0.16645228,0.085526937,24.66426354,0.454723448
Ecuador,ECU,2020,0.166446255,0.085526937,24.76799493,0.484793657
Egypt,EGY,1965,0,0,1.7324048,0
Egypt,EGY,1966,0,0,1.8252122,0
Egypt,EGY,1967,0,0,1.966633,0
Egypt,EGY,1968,0,0,3.0007726,0
Egypt,EGY,1969,0,0,3.9907182,0
Egypt,EGY,1970,0,0,4.6889834,0
Egypt,EGY,1971,0,0,5.0469548,0
Egypt,EGY,1972,0,0,5.1618592,0
Egypt,EGY,1973,0,0,5.1530204,0
Egypt,EGY,1974,0,0,6.1164496,0
Egypt,EGY,1975,0,0,6.7926178,0
Egypt,EGY,1976,0,0,8.0035334,0
Egypt,EGY,1977,0,0,9.037673,0
Egypt,EGY,1978,0,0,9.9303918,0
Egypt,EGY,1979,0,0,9.6077756,0
Egypt,EGY,1980,0,0,9.8022292,0
Egypt,EGY,1981,0,0,10.2132334,0
Egypt,EGY,1982,0,0,10.4916556,0
Egypt,EGY,1983,0,0,9.8154874,0
Egypt,EGY,1984,0,0,9.6298726,0
Egypt,EGY,1985,0,0,9.148,0
Egypt,EGY,1986,0,0,8.972,0
Egypt,EGY,1987,0,0,8.9695,0
Egypt,EGY,1988,0,0,8.829,0
Egypt,EGY,1989,0,0,9.487,0
Egypt,EGY,1990,0,0,9.953,0
Egypt,EGY,1991,0,0,9.916,0
Egypt,EGY,1992,0,0,9.8,0
Egypt,EGY,1993,0,0,10.0925,0
Egypt,EGY,1994,0,0,10.728,0
Egypt,EGY,1995,0,0,11.192,0
Egypt,EGY,1996,0,0,11.484,0
Egypt,EGY,1997,0,0,11.771,0
Egypt,EGY,1998,0,0,12.1045,0
Egypt,EGY,1999,0,0.012,13.4405,0
Egypt,EGY,2000,0.0002,0.0805,14.178,0
Egypt,EGY,2001,0.0009,0.179,14.4135,0
Egypt,EGY,2002,0.001,0.2125,13.9945,0
Egypt,EGY,2003,0.001,0.286,12.939,0
Egypt,EGY,2004,0.001,0.504050505,12.8315,0
Egypt,EGY,2005,0.001,0.510111111,12.644,0
Egypt,EGY,2006,0.001,0.605060606,12.7845,0
Egypt,EGY,2007,0.0012,0.662436364,14.2175,0
Egypt,EGY,2008,0.0015,0.929813131,15.096,0
Egypt,EGY,2009,0.0022,1.037193939,13.7725,0
Egypt,EGY,2010,0.0252,1.409143434,12.9545,0
Egypt,EGY,2011,0.244569,1.494824939,12.99,0
Egypt,EGY,2012,0.504201,1.33620304,13.0275,0
Egypt,EGY,2013,0.025437,1.576583202,13.2365,0
Egypt,EGY,2014,0.139549,1.028127768,13.587,0
Egypt,EGY,2015,0.042,1.894545455,13.6835,0
Egypt,EGY,2016,0.23361,2.39669303,13.1975,0
Egypt,EGY,2017,0.602545,2.109576212,12.788,0
Egypt,EGY,2018,0.553013,2.98739104,12.812546,0
Egypt,EGY,2019,1.916822618,4.551864251,13.2137092,0
Egypt,EGY,2020,2.908503219,6.776345266,13.13905104,0
Estonia,EST,1985,0,0,0,0
Estonia,EST,1986,0,0,0,0
Estonia,EST,1987,0,0,0,0
Estonia,EST,1988,0,0,0,0
Estonia,EST,1989,0,0,0,0
Estonia,EST,1990,0,0,0,0
Estonia,EST,1991,0,0,0,0
Estonia,EST,1992,0,0,0,0
Estonia,EST,1993,0,0,0,0
Estonia,EST,1994,0,0,0,0
Estonia,EST,1995,0,0,0,0.006
Estonia,EST,1996,0,0,0,0.005
Estonia,EST,1997,0,0,0,0.008
Estonia,EST,1998,0,0,0,0.012
Estonia,EST,1999,0,0,0.004,0.012
Estonia,EST,2000,0,0,0.005,0.013
Estonia,EST,2001,0,0,0.007,0.011
Estonia,EST,2002,0,0.0014,0.006,0.027
Estonia,EST,2003,0,0.0061,0.013,0.026
Estonia,EST,2004,0,0.0076,0.022,0.031
Estonia,EST,2005,0,0.0539,0.022,0.033
Estonia,EST,2006,0,0.0763,0.014,0.038
Estonia,EST,2007,0,0.091,0.022,0.036
Estonia,EST,2008,0,0.133,0.028,0.038
Estonia,EST,2009,0.0001,0.195,0.032,0.314
Estonia,EST,2010,0.0001,0.277,0.027,0.742
Estonia,EST,2011,0.0002,0.368,0.03,0.783
Estonia,EST,2012,0.0003,0.434,0.042,1.001
Estonia,EST,2013,0.0014,0.529,0.026,0.667
Estonia,EST,2014,0.0031,0.604,0.0267,0.74
Estonia,EST,2015,0.0059,0.7151,0.027,0.779
Estonia,EST,2016,0.009677,0.594,0.035,0.885
Estonia,EST,2017,0.014492,0.723,0.026,1.683898
Estonia,EST,2018,0.030802,0.636,0.015,1.242
Estonia,EST,2019,0.116448942,0.687,0.019,1.296
Estonia,EST,2020,0.125815067,0.82328179,0.038415301,1.344075622
Europe,,1965,0,0,302.1953528,3.009
Europe,,1966,0,0,324.5698894,4.101
Europe,,1967,0,0,324.4627437,4.489
Europe,,1968,0,0,336.2366779,4.997
Europe,,1969,0,0,330.9759087,5.422904
Europe,,1970,0,0,346.0780688,7.118356961
Europe,,1971,0,0,349.5631541,7.231883626
Europe,,1972,0,0,363.832965,7.12260804
Europe,,1973,0,0,369.3127146,7.663391239
Europe,,1974,0,0,399.2912848,8.0420602
Europe,,1975,0,0,407.5107662,8.520942081
Europe,,1976,0,0,376.8346999,8.485597232
Europe,,1977,0,0,456.2716391,8.880291321
Europe,,1978,0,0.003,455.5287082,9.372139078
Europe,,1979,0,0.006,479.1498824,9.762957992
Europe,,1980,0,0.0105,464.7666471,10.74094928
Europe,,1981,0,0.0105,470.435388,10.75352315
Europe,,1982,0,0.0185,466.309649,9.836121004
Europe,,1983,0,0.0301,480.1258491,10.13665216
Europe,,1984,0.001010101,0.0382,485.1935345,10.51057781
Europe,,1985,0.001010101,0.0574,502.9945407,10.96141274
Europe,,1986,0.001010101,0.1336,486.0931835,13.01880956
Europe,,1987,0,0.1908,529.5056594,12.87530129
Europe,,1988,0.001010101,0.3297,567.4690014,13.6780998
Europe,,1989,0.009090909,0.5154,493.8059307,13.53727589
Europe,,1990,0.0125,0.779460415,502.4571504,18.95285263
Europe,,1991,0.0155,0.980027988,513.0917745,19.549433
Europe,,1992,0.027088,1.53504808,529.6566497,20.709603
Europe,,1993,0.032383,2.284826092,550.4667647,22.879095
Europe,,1994,0.0376885,2.979235703,557.1966285,24.01789971
Europe,,1995,0.04684,3.863029201,564.8899094,26.49863146
Europe,,1996,0.053811411,4.828585245,548.0862941,26.68019984
Europe,,1997,0.063926244,7.295492956,567.678972,31.66351939
Europe,,1998,0.0870885,11.17647914,593.9041617,36.11504184
Europe,,1999,0.091198056,14.24432177,598.1808529,38.09960017
Europe,,2000,0.13447325,22.4547142,617.66352,42.3312483
Europe,,2001,0.1702025,26.93428666,612.0409616,44.95466864
Europe,,2002,0.276755006,36.42594931,563.9424434,50.65633618
Europe,,2003,0.468697744,44.53115229,529.5685025,57.9809708
Europe,,2004,0.751097873,59.29678686,570.1533941,68.80114151
Europe,,2005,1.486383246,71.09674937,571.7251909,78.67317876
Europe,,2006,2.524087814,83.16413988,561.9088764,89.27725775
Europe,,2007,3.815704819,105.7131938,563.9636046,99.46983003
Europe,,2008,7.501071132,121.3539015,593.0331391,110.0447411
Europe,,2009,14.19283506,135.3832286,589.7448745,120.7465527
Europe,,2010,23.26343602,153.4434969,649.8001668,136.8909383
Europe,,2011,46.71354931,186.6574032,569.648632,146.1651356
Europe,,2012,71.86993816,215.0324051,625.9225576,162.9488716
Europe,,2013,86.9351168,248.1152558,661.7647115,174.1599448
Europe,,2014,98.83569401,264.81502,644.059181,186.0253069
Europe,,2015,109.7895377,318.93123,636.0122862,198.8159819
Europe,,2016,113.8307704,322.8678763,651.0461652,203.523064
Europe,,2017,124.2626449,384.2165214,584.3196897,211.2576334
Europe,,2018,138.5482445,403.2175948,646.6667574,218.1569327
Europe,,2019,152.7537127,460.0298128,627.934014,227.1704194
Europe,,2020,178.8538857,510.138071,655.3401697,232.0163834
European Union,,1965,0,0,211.806034,2.909
European Union,,1966,0,0,230.4538093,3.979
European Union,,1967,0,0,222.1926239,4.316
European Union,,1968,0,0,226.5808973,4.818
European Union,,1969,0,0,222.4578993,5.243
European Union,,1970,0,0,234.722728,6.940265961
European Union,,1971,0,0,233.2277515,7.057850626
European Union,,1972,0,0,244.8363914,6.92594404
European Union,,1973,0,0,243.5321046,7.442191239
European Union,,1974,0,0,263.0174255,7.8293092
European Union,,1975,0,0,264.9054463,8.282595081
European Union,,1976,0,0,231.1628034,8.305585232
European Union,,1977,0,0,307.5857002,8.646165321
European Union,,1978,0,0.003,299.4794619,9.118854078
European Union,,1979,0,0.006,313.9237193,9.285327992
European Union,,1980,0,0.0105,297.7076663,10.38727728
European Union,,1981,0,0.0105,293.8230065,10.08439015
European Union,,1982,0,0.0185,288.8876797,9.287153004
European Union,,1983,0,0.0301,294.6815833,9.568938155
European Union,,1984,0,0.0382,298.8656007,9.946244808
European Union,,1985,0,0.0574,305.1721458,10.41417974
European Union,,1986,0,0.1336,288.3033744,12.27887056
European Union,,1987,0,0.1908,316.5695566,12.05126529
European Union,,1988,0,0.3297,334.1986759,12.8240918
European Union,,1989,0.009090909,0.5064,272.938237,12.65916789
European Union,,1990,0.0115,0.770460415,284.8056061,17.34304263
European Union,,1991,0.0135,0.971027988,298.4407798,17.829808
European Union,,1992,0.024088,1.50204808,310.6271808,18.716934
European Union,,1993,0.028383,2.067398819,318.5627934,20.558823
European Union,,1994,0.0326885,2.634624592,327.966898,21.29103471
European Union,,1995,0.04084,3.470453444,326.9625927,23.39755446
European Union,,1996,0.046811411,4.338999387,325.4333302,23.34208005
European Union,,1997,0.056926244,6.6259374,334.7315184,27.89198998
European Union,,1998,0.0790885,10.28742762,345.7198016,31.50889828
European Union,,1999,0.080198056,13.35297809,343.5373041,32.28712517
European Union,,2000,0.11717325,21.43558692,356.1945854,35.7849743
European Union,,2001,0.1497665,25.85761956,375.7385336,37.56208514
European Union,,2002,0.253183006,35.05248773,316.3865238,42.74176816
European Union,,2003,0.441125744,42.92293305,306.0212401,48.96397302
European Union,,2004,0.722425873,56.99398301,324.9982235,58.43036373
European Union,,2005,1.450611246,67.5612729,307.4220837,66.40735694
European Union,,2006,2.481415814,78.09550048,310.9938715,75.6664853
European Union,,2007,3.764632819,99.11834798,309.0397881,84.42127655
European Union,,2008,7.438499132,112.4190432,327.2352661,94.12772707
European Union,,2009,14.10902686,123.5477204,330.1363963,103.1579874
European Union,,2010,23.11370967,139.259691,372.8719323,117.3203413
European Union,,2011,46.24908334,164.5123439,307.1372372,125.2168169
European Union,,2012,69.85232954,187.388429,330.9571222,139.4771695
European Union,,2013,83.80537611,209.5216935,366.7423982,146.4006545
European Union,,2014,93.43125531,220.7714804,368.9200893,152.598944
European Union,,2015,100.383413,263.1044624,333.6575402,157.8029135
European Union,,2016,100.4475983,266.8045596,342.6719653,159.7327652
European Union,,2017,107.3672484,312.2897145,291.290098,163.505494
European Union,,2018,114.8176986,320.4990268,342.8528681,164.5753312
European Union,,2019,125.2494355,364.5123574,317.1312649,168.7799162
European Union,,2020,146.1404742,394.6819336,342.0103475,169.5629167
Finland,FIN,1965,0,0,9.353535354,0
Finland,FIN,1966,0,0,10.38080808,0
Finland,FIN,1967,0,0,11.62929293,0
Finland,FIN,1968,0,0,10.48888889,0
Finland,FIN,1969,0,0,8.745454545,0
Finland,FIN,1970,0,0,9.524242424,0
Finland,FIN,1971,0,0,10.68080808,0
Finland,FIN,1972,0,0,10.37979798,0
Finland,FIN,1973,0,0,10.57979798,0
Finland,FIN,1974,0,0,12.7030303,0
Finland,FIN,1975,0,0,12.20909091,0
Finland,FIN,1976,0,0,9.481818182,0
Finland,FIN,1977,0,0,12.18181818,0
Finland,FIN,1978,0,0,9.798989899,0
Finland,FIN,1979,0,0,10.87070707,0
Finland,FIN,1980,0,0,10.21717172,0
Finland,FIN,1981,0,0,13.65454545,0
Finland,FIN,1982,0,0,13.08888889,0
Finland,FIN,1983,0,0,13.58080808,0
Finland,FIN,1984,0,0,13.24747475,0
Finland,FIN,1985,0,0,12.33434343,0
Finland,FIN,1986,0,0,12.38989899,0
Finland,FIN,1987,0,0,13.7959596,0
Finland,FIN,1988,0,0,13.36262626,0
Finland,FIN,1989,0,0,13.03030303,0
Finland,FIN,1990,0.0005,0,10.86060606,5.156
Finland,FIN,1991,0.0005,0.0006,13.1979798,4.999
Finland,FIN,1992,0.0006,0.0024,15.10808081,4.95
Finland,FIN,1993,0.0007,0.0044,13.47373737,5.958
Finland,FIN,1994,0.0008,0.0072,11.77979798,6.465
Finland,FIN,1995,0.0008,0.0108,12.91707071,6.608
Finland,FIN,1996,0.001,0.011,11.82191919,5.889
Finland,FIN,1997,0.0012,0.0166,11.9140404,7.891
Finland,FIN,1998,0.0013,0.023,14.92585859,9.333
Finland,FIN,1999,0.0014,0.049,12.67343434,8.363
Finland,FIN,2000,0.0016,0.0766,14.59878788,8.588526316
Finland,FIN,2001,0.0017,0.0696,13.14959596,8.211789474
Finland,FIN,2002,0.0019,0.063,10.73040404,8.932421053
Finland,FIN,2003,0.0021,0.0919,9.550505051,9.292
Finland,FIN,2004,0.0024,0.1203,15.01505051,10.37094737
Finland,FIN,2005,0.0026,0.1683,13.56363636,9.479473684
Finland,FIN,2006,0.0034,0.1527,11.42727273,10.75663158
Finland,FIN,2007,0.0038,0.1884,14.13191919,9.928
Finland,FIN,2008,0.0039,0.2605,17.08030303,10.39126316
Finland,FIN,2009,0.0043,0.2766,12.7,8.743578947
Finland,FIN,2010,0.0047,0.2943,12.87171717,10.98021053
Finland,FIN,2011,0.0053,0.4814,12.40232323,11.18284211
Finland,FIN,2012,0.0057,0.4943,16.83525253,11.10126316
Finland,FIN,2013,0.0065,0.7737,12.80040404,11.94263158
Finland,FIN,2014,0.008,1.1072,13.37393939,11.70726316
Finland,FIN,2015,0.011111111,2.350505051,16.75151515,11.31789474
Finland,FIN,2016,0.022222222,3.098989899,15.79191919,11.42210526
Finland,FIN,2017,0.049494949,4.843434343,14.75757576,11.83368421
Finland,FIN,2018,0.090909091,5.897979798,13.26969697,12.82526316
Finland,FIN,2019,0.148484848,6.085858586,12.36262626,13.20210526
Finland,FIN,2020,0.258585859,8.050505051,15.76565657,11.23368421
France,FRA,1965,0,0,46.8810922,0
France,FRA,1966,0,0,52.2084692,0.39
France,FRA,1967,0,0,45.3776574,0.605
France,FRA,1968,0,0,50.4226122,0.926
France,FRA,1969,0,0,52.9420896,1.067
France,FRA,1970,0,0,56.6814826,1.3702458
France,FRA,1971,0,0,48.8567252,1.3918224
France,FRA,1972,0,0,48.831467,1.5151953
France,FRA,1973,0,0,47.6962618,1.5500864
France,FRA,1974,0,0,56.2302844,1.5770592
France,FRA,1975,0,0,60.107937,1.4158849
France,FRA,1976,0,0,48.5646282,1.3329
France,FRA,1977,0,0,76.3229766,1.3745814
France,FRA,1978,0,0,68.3598326,1.4183881
France,FRA,1979,0,0,66.4191396,1.4840102
France,FRA,1980,0,0,69.5267496,1.4710235
France,FRA,1981,0,0,72.1951656,1.4921525
France,FRA,1982,0,0,70.5748578,1.52734
France,FRA,1983,0,0,69.4430148,1.5587
France,FRA,1984,0,0,65.6901096,1.6223
France,FRA,1985,0,0,62.4533336,1.65215
France,FRA,1986,0,0,63.0108452,1.6628
France,FRA,1987,0,0,71.0875564,1.7506
France,FRA,1988,0,0,77.1172904,1.77325
France,FRA,1989,0,0,46.842294,1.84145
France,FRA,1990,0,0.000271526,53.866,1.913
France,FRA,1991,0,0.000489604,57.602,2.102
France,FRA,1992,0.001488,0.000489604,68.956,2.134
France,FRA,1993,0.001683,0.00240218,64.895,1.974
France,FRA,1994,0.0018785,0.004704,78.794,2.157
France,FRA,1995,0.00204,0.0047142,73.119,2.329
France,FRA,1996,0.0026503,0.0074302,66.044,2.423
France,FRA,1997,0.0034068,0.0111284,63.764,2.675
France,FRA,1998,0.0040885,0.0194972,62.093,2.653
France,FRA,1999,0.0045475,0.03694443,72.514,2.853
France,FRA,2000,0.00522325,0.048,66.363,2.986
France,FRA,2001,0.0061605,0.131,74.268,3.334
France,FRA,2002,0.00710345,0.265,60.397,3.537
France,FRA,2003,0.0077673,0.388,58.943,3.717
France,FRA,2004,0.008447984,0.595,59.555,3.782
France,FRA,2005,0.01050076,0.962,51.48,3.872
France,FRA,2006,0.01190605,2.182,56.303,3.841
France,FRA,2007,0.018,4.07,57.604,4.216
France,FRA,2008,0.042,5.694,63.654,4.436
France,FRA,2009,0.174,7.912,56.994,4.578
France,FRA,2010,0.62,9.945,62.714,4.917
France,FRA,2011,2.078,12.052,44.791,5.48
France,FRA,2012,4.016,15.107985,58.782451,6.347100309
France,FRA,2013,4.735,16.054344,70.844045,7.809869579
France,FRA,2014,5.913,17.250189,62.829519,8.320373691
France,FRA,2015,7.263162598,21.350168,54.556958,8.844253078
France,FRA,2016,8.164943217,21.307965,59.923428,9.63590156
France,FRA,2017,9.102625159,24.54369,48.964453,10.33382147
France,FRA,2018,10.41155151,28.53087,63.915768,10.55007859
France,FRA,2019,11.74733649,34.615359,56.027713,10.74396169
France,FRA,2020,13.074786,40.60381527,61.30322,10.59525991
Germany,DEU,1965,0,0,16.2122092,0
Germany,DEU,1966,0,0,17.5339978,0
Germany,DEU,1967,0,0,16.6523118,0
Germany,DEU,1968,0,0,16.8989908,0
Germany,DEU,1969,0,0,13.7134778,0
Germany,DEU,1970,0,0,17.5336782,0.920020161
Germany,DEU,1971,0,0,13.4551882,1.001028226
Germany,DEU,1972,0,0,13.2058944,1.01874874
Germany,DEU,1973,0,0,15.2294618,1.053104839
Germany,DEU,1974,0,0,17.6381318,1.07625
Germany,DEU,1975,0,0,17.0591234,1.124710181
Germany,DEU,1976,0,0,13.846833,1.277685232
Germany,DEU,1977,0,0,17.5821604,1.246583921
Germany,DEU,1978,0,0,18.3622344,1.317465978
Germany,DEU,1979,0,0,18.3836866,1.443317792
Germany,DEU,1980,0,0,19.069143,1.96625378
Germany,DEU,1981,0,0,19.9146734,1.804237651
Germany,DEU,1982,0,0,19.737993,1.798813004
Germany,DEU,1983,0,0,18.7120174,1.540238155
Germany,DEU,1984,0,0,18.4791744,1.642944808
Germany,DEU,1985,0,0,17.4006496,1.644029738
Germany,DEU,1986,0,0.001,18.5719818,1.595569556
Germany,DEU,1987,0,0.002,20.34297,1.445849294
Germany,DEU,1988,0,0.008,20.0793908,1.637881804
Germany,DEU,1989,0,0.026,18.2437278,1.749267893
Germany,DEU,1990,0.001,0.071,17.335,1.435
Germany,DEU,1991,0.001,0.1,15.85,1.471
Germany,DEU,1992,0.004,0.275,18.635,1.558
Germany,DEU,1993,0.003,0.6,18.96,1.635
Germany,DEU,1994,0.007,0.909,20.195,1.875
Germany,DEU,1995,0.007,1.5,21.556,2.01
Germany,DEU,1996,0.012,2.032,18.818,2.098
Germany,DEU,1997,0.018,2.966,18.952,2.273
Germany,DEU,1998,0.035,4.489,19.002,3.256
Germany,DEU,1999,0.03,5.528,20.686,3.585
Germany,DEU,2000,0.06,9.513,24.86675,4.731
Germany,DEU,2001,0.076,10.509,23.241,5.214
Germany,DEU,2002,0.162,15.786,23.66175,6.048
Germany,DEU,2003,0.313,18.713,17.722,8.841
Germany,DEU,2004,0.557,25.509,20.096,10.4712
Germany,DEU,2005,1.282,27.229,19.639,14.3542
Germany,DEU,2006,2.22,30.71,20.0085,18.7004
Germany,DEU,2007,3.075,39.713,21.169,24.3634
Germany,DEU,2008,4.42,40.574,20.443,27.8096
Germany,DEU,2009,6.583,38.648,19.031,30.9048
Germany,DEU,2010,11.729,38.547,20.953,33.9517
Germany,DEU,2011,19.599,49.857,17.672274,36.9098
Germany,DEU,2012,26.38,51.68,22.09,43.2284
Germany,DEU,2013,31.01,52.737,22.998,45.593
Germany,DEU,2014,36.056,58.497,19.58710177,48.385
Germany,DEU,2015,38.726,80.624,18.97715888,50.459
Germany,DEU,2016,38.098,79.924,20.54634396,51.10351075
Germany,DEU,2017,39.401,105.693,20.15,51.08045514
Germany,DEU,2018,45.784,109.951,17.975,51.07852221
Germany,DEU,2019,46.392,125.894,20.19231996,50.41662869
Germany,DEU,2020,50.6,130.965,18.633,50.81558988
Greece,GRC,1965,0,0,0.801,0
Greece,GRC,1966,0,0,1.73,0
Greece,GRC,1967,0,0,1.66,0
Greece,GRC,1968,0,0,1.368,0
Greece,GRC,1969,0,0,2.055,0
Greece,GRC,1970,0,0,2.636,0
Greece,GRC,1971,0,0,2.652,0
Greece,GRC,1972,0,0,2.677,0
Greece,GRC,1973,0,0,2.223,0
Greece,GRC,1974,0,0,2.347,0
Greece,GRC,1975,0,0,2.015,0
Greece,GRC,1976,0,0,1.879,0
Greece,GRC,1977,0,0,1.922,0
Greece,GRC,1978,0,0,2.988,0
Greece,GRC,1979,0,0,3.566,0
Greece,GRC,1980,0,0,3.405,0
Greece,GRC,1981,0,0,3.407,0
Greece,GRC,1982,0,0,3.561,0
Greece,GRC,1983,0,0,2.34,0
Greece,GRC,1984,0,0,2.862,0
Greece,GRC,1985,0,0,2.805,0
Greece,GRC,1986,0,0,3.235,0
Greece,GRC,1987,0,0.001,2.78,0
Greece,GRC,1988,0,0.001,2.366,0
Greece,GRC,1989,0,0.001,1.9,0
Greece,GRC,1990,0,0.002,1.769,0
Greece,GRC,1991,0,0.002,3.099,0
Greece,GRC,1992,0,0.008,2.203,0.001
Greece,GRC,1993,0,0.047,2.282,0.001
Greece,GRC,1994,0,0.037,2.599,0.001
Greece,GRC,1995,0,0.034,3.529,0.001
Greece,GRC,1996,0,0.036,4.348,0
Greece,GRC,1997,0,0.037,3.882,0
Greece,GRC,1998,0,0.073,3.717,0
Greece,GRC,1999,0,0.162,4.592,0.001
Greece,GRC,2000,0,0.451,3.693,0
Greece,GRC,2001,0,0.756,2.097,0.079
Greece,GRC,2002,0,0.651,2.8,0.126
Greece,GRC,2003,0,1.021,4.766,0.105
Greece,GRC,2004,0.001,1.121,4.672,0.123
Greece,GRC,2005,0.001,1.266,5.017,0.122
Greece,GRC,2006,0.001,1.699,5.865,0.114
Greece,GRC,2007,0.001,1.818,2.591,0.184
Greece,GRC,2008,0.005,2.242,3.312,0.191
Greece,GRC,2009,0.05,2.543,5.374,0.218
Greece,GRC,2010,0.158,2.714,7.46,0.19
Greece,GRC,2011,0.61,3.315,4.011,0.207
Greece,GRC,2012,1.694,3.85,4.403,0.204
Greece,GRC,2013,3.648,4.139,6.346,0.216
Greece,GRC,2014,3.792,3.689,4.476,0.22
Greece,GRC,2015,3.9,4.621,6.098,0.231
Greece,GRC,2016,3.93,5.146,5.543,0.274
Greece,GRC,2017,3.991477,5.536987,3.962547,0.310028
Greece,GRC,2018,3.790652,6.300259,5.743448,0.31407
Greece,GRC,2019,4.42851,7.266347,3.977615,0.402027
Greece,GRC,2020,4.872224617,9.30546379,3.439755625,0.372932887
Hong Kong,HKG,1965,0,0,0,0
Hong Kong,HKG,1966,0,0,0,0
Hong Kong,HKG,1967,0,0,0,0
Hong Kong,HKG,1968,0,0,0,0
Hong Kong,HKG,1969,0,0,0,0
Hong Kong,HKG,1970,0,0,0,0
Hong Kong,HKG,1971,0,0,0,0
Hong Kong,HKG,1972,0,0,0,0
Hong Kong,HKG,1973,0,0,0,0
Hong Kong,HKG,1974,0,0,0,0
Hong Kong,HKG,1975,0,0,0,0
Hong Kong,HKG,1976,0,0,0,0
Hong Kong,HKG,1977,0,0,0,0
Hong Kong,HKG,1978,0,0,0,0
Hong Kong,HKG,1979,0,0,0,0
Hong Kong,HKG,1980,0,0,0,0
Hong Kong,HKG,1981,0,0,0,0
Hong Kong,HKG,1982,0,0,0,0
Hong Kong,HKG,1983,0,0,0,0
Hong Kong,HKG,1984,0,0,0,0
Hong Kong,HKG,1985,0,0,0,0
Hong Kong,HKG,1986,0,0,0,0
Hong Kong,HKG,1987,0,0,0,0
Hong Kong,HKG,1988,0,0,0,0
Hong Kong,HKG,1989,0,0,0,0
Hong Kong,HKG,1990,0,0,0,0
Hong Kong,HKG,1991,0,0,0,0
Hong Kong,HKG,1992,0,0,0,0
Hong Kong,HKG,1993,0,0,0,0
Hong Kong,HKG,1994,0,0,0,0
Hong Kong,HKG,1995,0,0,0,0
Hong Kong,HKG,1996,0,0,0,0
Hong Kong,HKG,1997,0,0,0,0
Hong Kong,HKG,1998,0,0,0,0
Hong Kong,HKG,1999,0,0,0,0
Hong Kong,HKG,2000,0,0,0,0
Hong Kong,HKG,2001,0,0,0,0
Hong Kong,HKG,2002,0,0,0,0
Hong Kong,HKG,2003,0,0,0,0
Hong Kong,HKG,2004,0,0,0,0
Hong Kong,HKG,2005,0,0,0,0
Hong Kong,HKG,2006,0,0.000694,0,0
Hong Kong,HKG,2007,0,0.000865,0,0
Hong Kong,HKG,2008,0,0.000807,0,0
Hong Kong,HKG,2009,0,0.001099,0,0
Hong Kong,HKG,2010,0.00035,0.001041,0,0.039
Hong Kong,HKG,2011,0.000691,0.000868,0,0.043
Hong Kong,HKG,2012,0.000854,0.001053,0,0.041
Hong Kong,HKG,2013,0.001112,0.000836,0,0.036
Hong Kong,HKG,2014,0.001102,0.0009,0,0.043
